,Tweet Count,Username,Text,Created At,Retweets,Likes
1374,1375,Cong Kene,sekolah vendornya diisi pribadi berhati malaikat mbg presiden pintu berkat bangsa hati kelakuan bejat bikin mencret siswa mohon mengawal sungguh program bahu membahu rakyat,Sat Jan 25 04:52:32 +0000 2025,0,0
1375,1376,Unnamed01,ntar seindonesia bantu program mbg bayar pajak dinaikin,Sat Jan 25 04:42:20 +0000 2025,0,2
1376,1377,Small Stitch,kronologi deddy corbuzier marah marah tanggapi keluhan menu mbg video berdurasi menit detik deddy bertelanjang dada pitam menanggapi keluhan anak sekolah dasar menyebut lauk ayam program mbg enak enak,Sat Jan 25 04:40:17 +0000 2025,0,0
1377,1378,Historia.ID,terbaru upaya memberantas gizi buruk meningkatkan kualitas hidup masyarakat program makan bergizi gratis mbg pemerintahan presiden prabowo subianto dijalankan serentak provinsi januari,Sat Jan 25 04:39:19 +0000 2025,1,2
1378,1379,Dimensia.id,pdip dorong pemerintah pastikan program mbg bermanfaat sasaran,Sat Jan 25 04:30:18 +0000 2025,0,0
1379,1380,ً,bukti betapa program mbg efektif solusi akarnya ayo diperdalam pikirnya duuhhh,Sat Jan 25 04:24:27 +0000 2025,0,0
1380,1381,Jsbaba,program dipaksakan dimana sembako murah ama bbm murah muaranya dimakan gratis bahan baku serba mahal ditmbah modal transport nganterin bahan baku olahan nggak heran pas final hidangan mbg porsinya seiprit,Sat Jan 25 04:24:06 +0000 2025,0,1
1381,1382,Humas Polres Kuansing,polres kuansing mengambil langkah inisiasi program makan bergizi gratis mbg siswa siswi guru sdn kelurahan muara lembu kecamatan singingi wakapolres kuansing novaldi s sos langsung memimpin aksi,Sat Jan 25 04:09:22 +0000 2025,0,3
1382,1383,Media Indonesia,ketua dpp pdip megawati soekarnoputri pemerintahan prabowo subianto program makan bergizi gratis mbg sasaran masyarakat,Sat Jan 25 04:05:00 +0000 2025,0,1
1383,1384,detikHealth,badan pengawas obat makanan bpom memahami program mbg memperbaiki gizi anak sekolah bpom menilai makan gratis solusi mencegah stunting,Sat Jan 25 04:00:01 +0000 2025,4,3
1384,1385,SONTOLOYO,megawati kritik program andalan mbg kenyang,Sat Jan 25 03:54:08 +0000 2025,0,0
1385,1386,thymeherb,gua keingetan ahok intinya mending ngasih uang orangtuanya susah payah bikin program mbg melibatkan ahok ibunya masak anaknya suka terlibat meraup keuntungan anak,Sat Jan 25 03:43:56 +0000 2025,0,0
1386,1387,Aad,umkm sesulit andil program mbg sarat nya sistematika korupsinya kukira program menggerakkan usaha umkm masysarakat dibidang fnb,Sat Jan 25 03:10:42 +0000 2025,0,0
1387,1388,Mardiono suhe.,mbg dikorupsi bpk prabowo penyelenggara tau tindakan diutamakan program mbg sia mubazir,Sat Jan 25 02:58:47 +0000 2025,0,0
1388,1389,Kompas.com,menteri keuangan menkeu sri mulyani indrawati merespons kebutuhan penambahan anggaran program makan bergizi gratis mbg rp triliun n bgn mbg srimulyani,Sat Jan 25 02:52:27 +0000 2025,0,5
1389,1390,th,program mbg keliatan maunya instan instead of memperbaiki akarnya,Sat Jan 25 02:37:52 +0000 2025,0,0
1390,1391,Kemhan RI,program makan bergizi gratis mbg anak anak indonesia intan jaya sugapa papua resmi distrik sugapa senin,Sat Jan 25 02:25:20 +0000 2025,1,18
1391,1392,Agung Laksana,program makan bergizi gratis papua mbg makanbergizigratis makanbergiziuntukindonesi anaksehatbangsahebat gizigratisuntuknegeri ekonomimaju indonesiaemas,Sat Jan 25 02:22:08 +0000 2025,0,2
1392,1393,Oggy zilly,program makan bergizi gratis papua mbg makanbergizigratis makanbergiziuntukindonesi anaksehatbangsahebat gizigratisuntuknegeri ekonomimaju indonesiaemas,Sat Jan 25 02:18:15 +0000 2025,0,0
1393,1394,Dirkovian,mending kontennya konten buzzer pagar laut perbuatan ilegal normal program mbg merusak anggaran negara konten pagar laut memajukan ekonomi nelayan core asu,Sat Jan 25 02:11:31 +0000 2025,0,0
1394,1395,Tatak,dukung penuh program mbg,Sat Jan 25 01:33:33 +0000 2025,0,0
1395,1396,Gorontalo News,pemerintah dorong keterlibatan masyarakat program makan bergizi gratis mbg,Sat Jan 25 01:19:07 +0000 2025,0,0
1396,1397,Gorontalo News,pemerintah dorong keterlibatan masyarakat program makan bergizi gratis mbg,Sat Jan 25 01:18:25 +0000 2025,0,0
1397,1398,Brigadir JM,daerah dilangsungkannya program mbg papua wilayah rawan kkb medan sulit pendistribusian hrs helikopter uji coba program mbg sdh menembus wilayah pedalaman,Sat Jan 25 01:16:10 +0000 2025,22,97
1398,1399,Kemala,mbg tingkatkan kemampuan akademis anak anak presiden prabowo program mbg memiliki dampak positif anak anak meningkatkan kemampuan akademik prabowosukseskanastacita polda malut emilia perez rp เป ดสว ตช ความอ อนเยาว ให ผ ว,Sat Jan 25 01:07:20 +0000 2025,6,8
1399,1400,Harian Kompas,pemerintah menghemat rp triliun mendukung program prioritas nasional makan bergizi gratis mbg infrastruktur ekonomi adadikompas,Sat Jan 25 01:03:57 +0000 2025,0,1
1400,1401,iNews,ketua pdi perjuangan pdip megawati soekarnoputri arahan kadernya terkait program pemerintah presiden prabowo subianto program mencakup makan bergizi gratis mbg food estate merauke,Sat Jan 25 01:00:02 +0000 2025,0,0
1401,1402,SUHALIM,menyebut efisien mbg dananya ahh mengambil dana anggaran akibat efisiensi program tertunda dibatalkan belajar biar ngeles,Sat Jan 25 00:56:11 +0000 2025,0,0
1402,1403,Caroline Ch,mbg tingkatkan kemampuan akademis anak anak presiden prabowo program mbg memiliki dampak positif anak anak meningkatkan kemampuan akademik prabowosukseskanastacita polda malut emilia perez rp เป ดสว ตช ความอ อนเยาว ให ผ ว,Sat Jan 25 00:50:44 +0000 2025,7,8
1403,1404,Popo,yuk sukseskan program makan bergizi gratis mbg program berlaku anak indonesia merka berhak anak unggul dimasa gizi terpenuhi prabowosukseskanastacita polda malut emilia perez rp เป ดสว ตช ความอ อนเยาว ให ผ ว,Sat Jan 25 00:32:36 +0000 2025,6,7
1404,1405,Neng Julida,program makan bergizi gratis resmi titik januari kepala bgn dadan hindayana program mbg ditargetkan mencakup juta jiwa prabowosukseskanastacita polda malut emilia perez rp,Sat Jan 25 00:31:20 +0000 2025,5,7
1405,1406,Titik Rahayu,mari dukung program pemerintah makan bergizi gratis membantu anak anak papua tumbuh cerdas sehat makanbergizi giziindonesia makangratis gizi mbg,Sat Jan 25 00:09:06 +0000 2025,0,1
1406,1407,Titik Rahayu,mari dukung program pemerintah makan bergizi gratis membantu anak anak papua tumbuh cerdas sehat makanbergizi giziindonesia makangratis gizi mbg,Sat Jan 25 00:08:49 +0000 2025,0,0
1407,1408,Nur,presiden prabowo maaf program mbg anak indonesia merasakannya beliau anak indonesia mendapatkannya prabowosukseskanastacita polda malut emilia perez rp เป ดสว ตช ความอ อนเยาว ให ผ ว,Sat Jan 25 00:05:21 +0000 2025,7,8
1408,1409,ᵐʸ ⁿᵃᵐᵉ ⁱˢ ᴍᴛ,pelaksanaan program makan bergizi gratis mbg indonesia bertahap mencapai target juta orang prabowosukseskanastacita polda malut emilia perez rp เป ดสว ตช ความอ อนเยาว ให ผ ว,Sat Jan 25 00:05:05 +0000 2025,7,8
1409,1410,JPNN.com,mbg top program positif prabowo gibran versi lsi denny ja,Sat Jan 25 00:02:41 +0000 2025,0,0
1410,1411,Polres Kotabaru,polres kotabaru mendukung pelaksanaan kegiatan uji coba makan bergizi gratis mbg jumat program bertujuan meningkatkan gizi anak anak usia menekan angka stunting kabupaten kotabaru,Fri Jan 24 23:37:06 +0000 2025,0,0
1411,1412,︻╦̵̵͇̿̿̿̿╤──  Ihsan,penasaran sesuai instruksi presiden anggaran perjadin dipangkas ditambah berasumsi efek program mbg presidennya udah ln januari lhoo inpres ngga berlaku setneg,Fri Jan 24 23:19:09 +0000 2025,0,0
1412,1413,Berita Kota Makassar,program mbg langkah generasi unggul,Fri Jan 24 23:14:01 +0000 2025,0,0
1413,1414,Sutan Palengah,kepala bgn pastikan program makan bergizi gratis jalan ramadan kepala badan gizi nasional bgn dadan hindayana menyebut program makan bergizi gratis mbg dilaksanakan ramadan rencananya makanan mbg anak dibawa,Fri Jan 24 23:07:15 +0000 2025,0,0
1415,1416,ano,wapres gibran rakabuming tinjau program mbg sma hang tuah jakarta,Fri Jan 24 21:12:52 +0000 2025,0,0
1416,1417,Dito Prasetya,program makan bergizi gratis mbg program disambut positif masyarakat mbg positif,Fri Jan 24 17:35:37 +0000 2025,0,2
1417,1418,Adilnarrative,program makan bergizi gratis mbg program disambut positif masyarakat mbg positif,Fri Jan 24 17:29:23 +0000 2025,0,1
1419,1420,:):,klo harga pangan murah sekeluarga bs makan g cm anaknya aneh program mbg dibawa pulang org rumah mmberantas stunting murahin bahan pangan dipapua biar saudara disana tdk kelaparan,Fri Jan 24 15:32:34 +0000 2025,0,0
1420,1421,Dinas Sosial Prov Sulsel,penjabat gubernur sulawesi selatan prof fadjry djufry mengadakan uji coba program makan bergizi gratis mbg pemeriksaan kesehatan gratis pkg sdn salamae kota palopo kamis januari,Fri Jan 24 15:20:06 +0000 2025,0,2
1421,1422,Kimberley,tukang nyinyir ngotot melaksanakan program mbg kesannya persiapan dana mencukupi memaksakan jabatan presiden th persiapan program mbg jalan th bilangnya omon omon,Fri Jan 24 15:11:12 +0000 2025,0,4
1422,1423,antaranews.com,wakil presiden gibran rakabuming raka meninjau langsung pelaksanaan program makan siang gratis mbg smp sma smk smk ki hajar dewantoro komplek sekolah tangerang banten jumat,Fri Jan 24 14:54:31 +0000 2025,0,0
1423,1424,Identik,mohon ditindaklanjuti dugaan pungli terkait program makan bergizi mbg sd negeri sudimara kecamatan ciledug kota tangerang memviral masuk pemberitaan om,Fri Jan 24 14:45:47 +0000 2025,0,0
1424,1425,𝒆𝒌𝒂𝒈𝒈𝒂𝒕𝒂,sengaja pembuatan uu mbg dibypass biar program ad hoc pemerintah program dpr kebijakan strategis negara biar dianggap bantuan pejabat,Fri Jan 24 14:39:55 +0000 2025,0,0
1425,1426,Den Bambang,mikirin akses sekolah didaerah terpencil bagus tdk siswa guru kesulitan masuk pulang sekolah program mbg disekolah² dilaksanakan thn ssi target presiden,Fri Jan 24 14:39:15 +0000 2025,0,0
1426,1427,La Masia,bilang program mbg dananya efisiensi anggaran apbn t banget mbg,Fri Jan 24 14:36:16 +0000 2025,0,4
1427,1428,Radar Sumbar,pj wako andree algamar sambut wamen dukbangga sumbar cek program mbg pemkopadang programmbg,Fri Jan 24 14:33:43 +0000 2025,0,0
1428,1429,iswarsyah anwar,beli steak harga juta keracunan komplain tuntut pemilik restoran urusan pribadi pemilik restoran bedanya dg keracunan program mbg pengadaannya uang apbn alias uang pajak dibayar rakyat,Fri Jan 24 14:30:24 +0000 2025,0,0
1429,1430,Harian Jogja,gibran peda tingkatkan kontribusi program mbg,Fri Jan 24 14:28:24 +0000 2025,0,0
1430,1431,tvOnenews,viral media sosial sd negeri sudimara kecamatan ciledug kota tangerang diduga pungutan liar pungli terkait program makan bergizi gratis mbg pungutan diklaim pengadaan wadah makan siswa unggahan foto percakapan beredar,Fri Jan 24 14:28:05 +0000 2025,0,0
1431,1432,20DETIK,video lsi denny ja program prabowo reaksi positif mbg primadonanya,Fri Jan 24 14:23:38 +0000 2025,0,0
1432,1433,lintang,some school kids only eat half potion of their mbg because they want to share it with their family at home isn t that just showing how bad hunger issue is in indonesia and the govt still choose to prioritize this dumbass program that will not solve the root problem of the issue,Fri Jan 24 13:53:42 +0000 2025,0,1
1433,1434,GELORA NEWS,megawati perintahkan legislator dprd pdip awasi program mbg food estate merauke,Fri Jan 24 13:37:55 +0000 2025,0,1
1434,1435,Khaliq Ridwan,program mbg ha ha ha,Fri Jan 24 13:36:18 +0000 2025,0,1
1435,1436,211218,coba deh pemerenta pelan kurangi pembiayaan kaji ulang buka kementerian nambah stafsus kaji ulang program mbg berdampak perbaiki ekonominya perluas lowongan pekerjaan kembalikan sistem pendidikan terjangkau,Fri Jan 24 13:22:59 +0000 2025,0,0
1436,1437,Pemerintah Provinsi Banten,informasi lengkapnya,Fri Jan 24 13:13:03 +0000 2025,0,0
1437,1438,Pemerintah Provinsi Banten,penjabat pj gubernur banten a damenta mendampingi wakil presiden ri gibran rakabuming raka meninjau pelaksanaan program makan bergizi gratis mbg smp smk ki hajar dewantara kecamatan pinang kota tangerang jumat,Fri Jan 24 13:13:02 +0000 2025,0,0
1438,1439,militan tugu muda,andai tambang memiliki standar makanan kehidupan tergantung pemberian orang program mbg,Fri Jan 24 13:11:52 +0000 2025,0,0
1439,1440,Yuki (ゆうき)🇯🇵🇮🇩,anak tdk makan memilih bawa pulang kasih makan mama adik kelaparan program sdh baiknya bagikan anak rp makan byk tdk sekolah tdk makan mbg,Fri Jan 24 13:01:55 +0000 2025,0,4
1440,1441,danu,fokus ambisi menyukseskan program mbg pahlawan terkesan dilupakan,Fri Jan 24 13:00:06 +0000 2025,0,0
1441,1442,antaranews.com,ketua dpp pdi perjuangan megawati soekarnoputri pemerintah program makan bergizi gratis mbg sasaran masyarakat,Fri Jan 24 12:31:00 +0000 2025,0,0
1442,1443,LINTAS KEBUMEN,program mbg kebumen tunggu arahan butuh dapur sehat suaramerdeka,Fri Jan 24 12:26:44 +0000 2025,0,0
1443,1444,Gerakan PIS,pencerahan program mbg dikontrasin kesejahteraan guru rocky gerung mengkritik program makan siang bergizi mbg digulirkan pemerintah menurutnya program adil pemerintah memprioritaskan kesejahteraan anak anak guru,Fri Jan 24 12:03:25 +0000 2025,0,0
1444,1445,detikcom,lsi denny ja merilis hasil penilaian masyarakat kerja prabowo gibran makan bergizi gratis program teratas reaksi positif,Fri Jan 24 12:02:00 +0000 2025,1,2
1445,1446,AR,program mbg lahan bancakan,Fri Jan 24 11:59:03 +0000 2025,0,0
1446,1447,antaranews.com,menteri keuangan sri mulyani indrawati arahan efisiensi anggaran instruksi presiden nomor mendorong pertumbuhan ekonomi perputaran ekonomi program makan bergizi gratis mbg,Fri Jan 24 11:57:25 +0000 2025,0,0
1447,1448,informasi selebriti,habib jafar sindir deddy corbuzier opininya terkait program makan bergizi gratis mbg,Fri Jan 24 11:55:00 +0000 2025,0,1
1448,1449,Masaruddin Buton,seandainya mbg tdk bermasalah bagus program komplit k turun k rencana januari sdah dpt tdk ditepati anggaran tdk bencana bingung dianya,Fri Jan 24 11:54:50 +0000 2025,0,1
1449,1450,Sahabat Ning Lia Istifhama,ning lia aspek perhatian program terlaksana maksimal isu dipertimbangkan perbaikan implementasi program mbg variasi menu kesegaran makanan,Fri Jan 24 11:35:31 +0000 2025,0,1
1450,1451,Roeby,sepakat ike mbg tumbuh subur penipuan salah orang dirugikan meterial inmaterial program dinahkodai bgn badan gizi nasional,Fri Jan 24 11:30:12 +0000 2025,0,1
1451,1452,channel9.id,bgn program mbg dilaksanakan ramadan menu disajikan ramadan berbeda memperhatikan kebutuhan gizi anak bgn mbg ramadan,Fri Jan 24 11:24:31 +0000 2025,0,0
1452,1453,dedy kristian,mbg program diragukan lanjutkan bosquuuuu,Fri Jan 24 10:57:15 +0000 2025,0,0
1453,1454,this is killboi🇵🇸,pandai kemiskinan merata daerah gt gt gt program mbg gt gt gt sewa buzzer murahan gt gt gt warga terdampak kemiskinan menjadikan instrumen ilahi,Fri Jan 24 10:48:39 +0000 2025,0,3
1454,1455,KAMPUS CUN BABA QARABAT,khan uang pejabat pa presiden memotong gaji tunjangan membiayai program mbg makan gizi gratis cahayailhampetunjuk,Fri Jan 24 10:37:33 +0000 2025,0,0
1455,1456,TagikGajuk🤬,program mbg d gagas mencerdaskan anak bangsa menciptakan ladang bancakan,Fri Jan 24 10:34:31 +0000 2025,0,1
1456,1457,SUGONDESE,andai kaliam program mbg presiden bukti becusnya pemerintah memajukan ekonomi masyarakat mengentaskan indonesia kemiskinan,Fri Jan 24 10:30:27 +0000 2025,58,296
1457,1458,Dinas ESDM Sulsel,pj gubernur prof fadjry djufry uji coba program pkg mbg presiden prabowo palopo,Fri Jan 24 10:30:11 +0000 2025,0,0
1458,1459,Sekretariat Negara,wapres partisipasi aktif perangkat daerah program mbg berkontribusi peningkatan kesehatan anak anak membangun kesadaran kolektif masyarakat asupan gizi seimbang investasi berharga,Fri Jan 24 10:24:17 +0000 2025,0,0
1459,1460,Sekretariat Negara,mengawal arahan presiden prabowo subianto menekankan memperkuat sinergi pemerintah pusat daerah pelaksanaan program makan bergizi gratis mbg wakil presiden wapres gibran rakabuming meninjau langsung pelaksanaan program mbg smp sma,Fri Jan 24 10:24:16 +0000 2025,1,9
1461,1462,METRO TV,wakil presiden wapres gibran rakabuming raka meninjau pelaksanaan program makan bergizi gratis mbg smk ki hajar dewantoro tangerang banten kedatangannya disambut hangat ratusan siswa antusias mengikuti program unggulan pemerintah wapresgibran,Fri Jan 24 10:05:25 +0000 2025,0,4
1462,1463,kanambu,dipikir pikir program mbg ide hehehe hasil diskusi ortu efisien hmm kepikiran sihh,Fri Jan 24 10:05:23 +0000 2025,0,0
1463,1464,Zaman Edan.,sa bkn catatan buruk keknya pelaksanaan program andalang prioritas mbg kacau belio lapangan pdhl sdh melibatkan instansi mengawalnya terkecuali jg buzzer,Fri Jan 24 09:48:49 +0000 2025,0,0
1464,1465,Kodim Tator,toraja kodim tator program makan bergizi gratis mbg sdn sangalla selatan kabupaten tana toraja dukungan tni ad kodim tator jumat tniad dispenad puspentni tniindonesia kodamhasanuddin,Fri Jan 24 09:38:11 +0000 2025,0,0
1465,1466,Bloomberg Technoz,siswa belajar rumah puasa program mbg libur,Fri Jan 24 09:28:42 +0000 2025,2,0
1466,1467,LINTAS KEBUMEN,pelaku umkm kebumen pesimis kecipratan program mbg penyebabnya radarjogja,Fri Jan 24 09:01:31 +0000 2025,0,0
1467,1468,goodnight🕯️,mencela program mbg mbg butuh evaluasi iya mencela lenyap hati nurani,Fri Jan 24 09:01:23 +0000 2025,1,2
1468,1469,Alivia Nurlita,negara kayaknya krisis uang segininya program mbg xixixixi,Fri Jan 24 08:51:22 +0000 2025,0,0
1469,1470,Donate 🦆,ide nya sih pintar bikin mmu halal menu haram prakteknya program mbg realisasi alokasikannya kesekolahan² ponpes² bikin program khusus menu generasi cerdas,Fri Jan 24 08:45:41 +0000 2025,0,2
1470,1471,DPW_PKB_KALSEL,suripno mendukung program mbg,Fri Jan 24 08:19:49 +0000 2025,0,0
1471,1472,Akurat Jakarta,program sarapan gratis pramono rano anggota dprd dki fraksi golkar farah savira dikaji berkaca mbg makangizigratis fraksigolkarjakarta farah,Fri Jan 24 08:18:00 +0000 2025,0,2
1472,1473,DPD RI DKI Jakarta,sultan anggota dpd berkolaborasi bgn sukseskan program mbg link,Fri Jan 24 08:17:03 +0000 2025,0,0
1473,1474,Disnakkeswan SulSel,penjabat gubernur sulawesi selatan prof fadjry djufry mengadakan uji coba program makan bergizi gratis mbg pemeriksaan kesehatan gratis pkg sdn salamae kota palopo kamis januari sulselprov pjgubernursulsel fadjrydjufry makananbergizigratis,Fri Jan 24 08:04:41 +0000 2025,1,0
1474,1475,Dinas Bina Marga & Bina Konstruksi Prov. Sulsel,penjabat gubernur sulawesi selatan prof fadjry djufry mengadakan uji coba program makan bergizi gratis mbg pemeriksaan kesehatan gratis pkg sdn salamae kota palopo kamis januari sulselprov pjgubernursulsel fadjrydjufry makananbergizigratis,Fri Jan 24 07:49:00 +0000 2025,1,0
1475,1476,BeritaSatu,wapres gibran pantau program mbg smk ki hajar dewantoro tangerang,Fri Jan 24 07:43:36 +0000 2025,0,0
1476,1477,ciio,gaji guru honorer sekitaran rb target programnya siswa orangtua nya makanan program mbg,Fri Jan 24 07:42:16 +0000 2025,0,0
1477,1478,kumparan,presiden prabowo memangkas anggaran belanja apbn rp triliun mensesneg prasetyo hadi pemangkasan memperkuat program mbg bisnisupdate update bisnis quote,Fri Jan 24 07:30:46 +0000 2025,2,6
1478,1479,Kopi Air Hujan,pening bener sih sri nyari tambalan dana program mbg gaji pejabat negara la potong program gagal mbg,Fri Jan 24 07:24:44 +0000 2025,0,0
1479,1480,Radar Sumbar,bi sumbar yakini program mbg kendalikan inflasi dukung produksi pangan bisumbar inflasi makanbergizigratis,Fri Jan 24 07:03:26 +0000 2025,0,0
1480,1481,TKN PSL,selamat jumat sobat laut siang yuk baca info menarik terkait penanganan sampah program makan bergizi gratis mbz prabowo wastemanagement,Fri Jan 24 06:53:50 +0000 2025,0,0
1481,1482,✨ Widas ✨,pembodohan kayak gini emang laku yak belajar anak sekolah berbagi makan siangnya keluarga rumah makan program mbg nya bagus problem kemiskinan gagal diselesaikan,Fri Jan 24 06:44:13 +0000 2025,558,1053
1482,1483,Partai Demokrat Rokan Hilir,program makan bergizi gratis mbg sukses ide ide bermunculan ide dipersilakan muncul keputusannya terkait pengelola mbg herzaky mahendra putra,Fri Jan 24 06:41:51 +0000 2025,0,0
1483,1484,Yudy D Susanto,wes ono pengumunan pusat minda daerah iuran t program mbg,Fri Jan 24 06:39:39 +0000 2025,0,0
1484,1485,❤️Novie Anwar❤️,pikir program mbg progtam gampang,Fri Jan 24 06:28:49 +0000 2025,0,0
1485,1486,ᶻ 𝗓 𐰁 .ᐟ🍉🇵🇸,sih program mbg dijalankan buru menu porsinya daerah bergizi dikaji ulang menunggu direncanakan,Fri Jan 24 06:28:10 +0000 2025,3,33
1486,1487,Mohon Info,gizi terjaga suci program mbg hadir menu sehat berbuka makanbergizigratis,Fri Jan 24 06:22:03 +0000 2025,0,1
1487,1488,Polres Majalengka,majalengka satlantas polres majalengka polda jawa barat mengawal pendistribusian program makan bergizi gratis mbg anak sekolah kabupaten majalengka jumat,Fri Jan 24 06:15:41 +0000 2025,0,0
1488,1489,dw.nugros,presiden tolong stop program ambisius mbg dana pelaksanaanya uji coba daerah infrastruktur nya memadai lho klo diperluas kacau wacana utak atik dana zakat udah pres stop,Fri Jan 24 06:01:35 +0000 2025,0,0
1489,1490,Antara Kalbar,program mbg pontianak sasar ribu siswa,Fri Jan 24 06:00:40 +0000 2025,0,0
1490,1491,Dinas Bina Marga & Bina Konstruksi Prov. Sulsel,prof fadjry djufry pkg berdasarkan surat edaran pemerintah pusat menteri negeri mendagri pemprov sulsel surat edaran melaksanakan program pkg mbg,Fri Jan 24 06:00:12 +0000 2025,0,0
1491,1492,Radar Madiun,ramadhan menghadirkan variasi menu mbg dirancang khusus dinikmati berbuka puasa,Fri Jan 24 05:59:02 +0000 2025,0,0
1492,1493,Dinas Bina Marga & Bina Konstruksi Prov. Sulsel,penjabat gubernur sulsel prof fadjry djufry uji coba program makan bergizi gratis mbg pemeriksaan kesehatan gratis pkg sdn salamae kota palopo kamis januari sulselprov pjgubernursulsel fadjrydjufry sulawesiselatan dbmbksulsel,Fri Jan 24 05:58:40 +0000 2025,0,0
1493,1494,BeritaSatu,mbg berjalan kutim siapkan program minum susu makan buah gratis bnetwork,Fri Jan 24 05:58:11 +0000 2025,0,0
1494,1495,Ji. 🇵🇸 #FREEPALESTINE,programnya udah jelek sop wajar program dicaci kampanye mbg kontroversi,Fri Jan 24 05:38:03 +0000 2025,0,1
1495,1496,vaughn,zakat membiayai program mbg,Fri Jan 24 05:35:30 +0000 2025,0,0
1496,1497,detikcom,presiden prabowo terbitkan inpres efisiensi belanja apbn apbd memprioritaskan penambahan anggaran program makan bergizi gratis,Fri Jan 24 05:33:00 +0000 2025,0,4
1497,1498,PLN UID BANTEN,pln uid banten mendukung penuh program makan bergizi gratis mbg pasokan listrik andal fasilitas satuan pelayanan pemenuhan gizi sppg curug kabupaten tangerang plnuidbanten makanbergizigratis energiuntukkesejahteraan,Fri Jan 24 05:25:02 +0000 2025,0,0
1498,1499,Kieranya S.,udahlah ikn skip dlu hempaskn aj mimpi mulyono biayai program mbg msh tertatih lbh uangnya bngun infrastruktur dsar plosok tanah air msh trtinggal bikin program lbh byk mnyentuh rkyat biar timpang,Fri Jan 24 05:15:41 +0000 2025,0,2
1499,1500,Rida,bertahun pemerintah pelihara kemiskinan framing malaikat program mbg emang rusaaaaak lo,Fri Jan 24 05:13:01 +0000 2025,0,1
1500,1501,♨️ Angelique J ♨️,program mbg rakyat beli beras,Fri Jan 24 05:09:18 +0000 2025,0,0
1501,1502,Media Indonesia,tantan penyedia satuan pelayanan pemenuhan gizi sppg kekurangan bahan pangan program mbg siswa sekolah terpenuhi diantisipasi,Fri Jan 24 05:05:00 +0000 2025,1,1
1502,1503,PKBTV,wakil ketua komisi ix dpr ri anggaran terbatas program mbg berhenti jalan mbg makanbergizigratis pkbtv,Fri Jan 24 05:02:07 +0000 2025,0,0
1503,1504,lupa diri,keturunan pemilik gunung emas emasnya diambil kedalam perut bumi wilayah indonesia menikmati emas gunung program mbg anugrah ambil contoh deh lucu,Fri Jan 24 05:00:02 +0000 2025,0,0
1504,1505,Enzo Si Kapten,modi bantu program mbg,Fri Jan 24 04:49:40 +0000 2025,0,3
1505,1506,Energi Juang News,pimpinan pusat muslimat nahdlatul ulama mitra strategis pemerintah mendukung program makan bergizi gratis mbg menyediakan layanan sentra pangan penyediaan gizi sppg inisiatif dapur sehat muslimat nu sinaloa,Fri Jan 24 04:36:14 +0000 2025,0,2
1506,1507,Narasi Newsroom,direktur center of economics and law studies celios bhima yudhistira mengevaluasi program makan bergizi gratis mbg dilaksanakan pemerintahan prabowo pelaksanaannya optimal cek video narasi daily,Fri Jan 24 04:31:50 +0000 2025,24,45
1507,1508,2CNLKH_68,csr ngasih nya anggota klo ngasih program mbg masuk akal,Fri Jan 24 04:28:43 +0000 2025,0,1
1508,1509,Oggy zilly,makan bergizi gratis indonesia mbg makanbergizigratis makanbergiziuntukindonesi anaksehatbangsahebat gizigratisuntuknegeri ekonomimaju indonesiaemas,Fri Jan 24 04:12:18 +0000 2025,0,0
1509,1510,Ahmadmhmmd12,makan bergizi gratis indonesia mbg makanbergizigratis makanbergiziuntukindonesi anaksehatbangsahebat gizigratisuntuknegeri ekonomimaju indonesiaemas,Fri Jan 24 04:11:39 +0000 2025,0,0
1510,1511,Agung Laksana,makan bergizi gratis indonesia mbg makanbergizigratis makanbergiziuntukindonesi anaksehatbangsahebat gizigratisuntuknegeri ekonomimaju indonesiaemas,Fri Jan 24 04:11:00 +0000 2025,0,2
1511,1512,RI_S,ganti pelatih timnas program mbg pagar laut siluman gt problematik smua,Fri Jan 24 04:09:52 +0000 2025,0,0
1512,1513,Kementerian Sosial RI,program makan bergizi gratis resmi berjalan membawa harapan anak anak indonesia presiden prabowo menargetkan bertahap anak indonesia makanan bergizi makanbergizigratis mbg kemensosselaluada,Fri Jan 24 04:05:06 +0000 2025,9,17
1513,1514,Zahid,bebal rakyat butuh sumber penghasilan mbg kasi org tuanya pekerjaan layak memenuhi kebutuhan hidup keluarga tuh program denger pake dana zakat umat,Fri Jan 24 04:02:59 +0000 2025,0,0
1514,1515,Lestari Moerdijat,program mbg peningkatan asupan gizi peserta didik sekolah pemahaman luas terkait asupan gizi berimbang sumber pangan lokal bergizi,Fri Jan 24 04:02:45 +0000 2025,0,0
1515,1516,Bloomberg Technoz,indonesia berencana memotong belanja pemerintah total apbn memperoleh efisiensi senilai rp triliun dialihkan program makan bergizi gratis mbg mensesneg prasetyo hadi simak selengkapnya,Fri Jan 24 03:47:10 +0000 2025,3,1
1516,1517,Agung Laksana,janji presiden anak anak indonesia merasakan program makan bergizi gratis mbg makanbergizigratis makanbergiziuntukindonesi anaksehatbangsahebat gizigratisuntuknegeri ekonomimaju indonesiaemas,Fri Jan 24 03:25:48 +0000 2025,0,2
1517,1518,Oggy zilly,janji presiden anak anak indonesia merasakan program makan bergizi gratis mbg makanbergizigratis makanbergiziuntukindonesi anaksehatbangsahebat gizigratisuntuknegeri ekonomimaju indonesiaemas,Fri Jan 24 03:23:26 +0000 2025,0,0
